0.434055 -1.30422 0.0320813
1.18622 -0.818492 0.0303881
1.23614 -0.00578556 0.0353194
1.62005 -0.130235 0.0828059
3.87023 -0.484298 0.0142749
5.06654 1.66905 0.0657442
10.8554 -0.257219 0.0526487
11.598 0.489997 0.111545
32.0239 -0.0271443 0.103925
33.8625 0.227159 0.0299179
36.1848 -0.412471 0.0764127
37.3914 -1.36175 0.0212961
51.0777 -0.359654 0.0266527
61.145 -0.275193 0.0282547
65.0058 -1.12405 0.0236709
69.5778 0.447508 0.0664314
75.4154 -0.220936 0.165318
78.0942 -1.32507 0.131121
78.3832 -1.5614 0.0123213
81.8521 -0.139583 0.068518
83.9623 2.11902 0.0163187
88.7161 0.0241866 0.0600758
91.3235 -0.192596 0.0276142
92.7781 0.283753 0.0709272
97.1884 0.322698 0.0369613
102.197 -0.310743 0.0360634
116.83 -1.35337 0.0177284
117.277 -0.285261 0.0619119
121.488 -0.181854 0.0361311
126.314 -0.799414 0.026724
136.483 0.706835 0.0312118
136.762 0.748771 0.0639454
139.307 -1.79372 0.0176717
140.453 0.684577 0.18648
146.429 -0.692607 0.0281632
147.614 0.641304 0.042674
151.437 0.402845 0.03256
153.088 0.727553 0.0367525
162.515 -0.211898 0.0298769
164.059 0.833879 0.0553335
164.096 1.41099 0.0713162
164.667 -0.967053 0.0535093
172.118 -1.03581 0.124589
184.506 0.389322 0.0163457
185.884 1.29635 0.0455722
190.772 0.36211 0.0182813
197.13 -0.734329 0.0858453
203.031 0.350375 0.0352373
208.702 -1.28522 0.0401974
208.988 -0.57139 0.0669898
209.925 -1.26834 0.0214252
214.499 0.274265 0.155225
218.857 -0.43765 0.333409
221.635 0.771924 0.0143661
222.177 0.553758 0.112589
222.919 0.491982 0.170661
230.413 -0.00227719 0.0565294
232.968 0.556602 0.0176229
234.402 0.99137 0.0861752
239.159 -0.0543475 0.0307814
239.181 -0.308004 0.0580727
250.7 1.31667 0.0847098
253.562 0.141243 0.141626
268. 0.605721 0.043226
268.321 -0.0897136 0.0462146
269.009 -0.0575374 0.0768721
270.24 -0.479485 0.118847
270.573 0.994767 0.0417667
271.322 0.165475 0.0539524
280.807 -1.37375 0.0356708
284.482 0.449194 0.0516522
290.32 -1.16882 0.0257056
290.416 -1.30338 0.0968691
299.853 0.23703 0.0256935
304.222 -0.362479 0.0276011
305.311 0.605402 0.0175158
306.524 -1.31905 0.0393482
311.729 -0.92332 0.044221
313.247 1.00667 0.0276173
316.438 1.45848 0.0445762
320.733 0.468822 0.0233552
323.892 1.44113 0.0464829
329.375 -0.424337 0.0339445
332.793 -2.5661 0.0418903
335.659 0.104852 0.0103517
338.456 1.25784 0.121697
340.048 -0.406289 0.0486919
349.563 -0.536722 0.219262
350.154 0.297799 0.0400284
351.953 1.48026 0.0682191
352.873 -1.4011 0.0529641
355.884 -0.497394 0.0776903
356.085 1.02837 0.0112236
368.2 1.77261 0.237
370.823 -2.40633 0.0376235
372.376 -0.104459 0.0571412
372.532 0.474396 0.156217
372.845 -0.155351 0.17121
373.249 1.13619 0.0163939
374.731 1.85895 0.0685092
374.844 1.07187 0.0247306
376.561 0.140901 0.0428512
376.957 -1.4936 0.0176717
384.41 0.786678 0.0580691
386.584 -1.1206 0.139223
389.84 -1.12933 0.0262241
393.489 -1.49671 0.0210275
396.316 -0.0755232 0.0482577
396.994 0.343727 0.0480635
401.866 0.25456 0.0230123
402.992 -0.189037 0.0228822
404.038 1.40355 0.112969
404.729 -0.360004 0.0450851
408.918 0.27822 0.104681
417.843 -1.30938 0.0581151
424.208 1.90631 0.00935405
431.17 0.663735 0.0199422
436.868 -0.290307 0.0912664
438.15 0.781299 0.017879
439.084 -0.265052 0.0272688
442.217 -0.352104 0.0307136
459.061 0.74661 0.091553
462.377 1.44779 0.0297643
463.483 0.667772 0.0506713
478.299 -0.863381 0.131272
488.784 0.0434397 0.0211946
490.924 0.974435 0.0507724
495.678 -0.674726 0.0482551
496.087 -0.381691 0.035016
499.15 0.570859 0.013151
500.858 0.572692 0.0212308
508.938 0.788664 0.159047
510.873 -0.486619 0.0432623
517.386 0.304533 0.0476891
517.573 1.71294 0.01763
525.396 -0.357308 0.0551743
525.98 0.193595 0.0211241
537.891 -0.753286 0.0508402
539.29 1.0145 0.146377
539.483 -0.415579 0.167153
540.578 0.354598 0.190943
540.895 -2.47583 0.0127931
550.032 -0.0942738 0.0299749
551.017 -0.0178068 0.0125473
551.486 0.322128 0.0326413
552.891 0.707352 0.0423961
564.962 -0.501443 0.0952575
566.787 -0.894236 0.0482192
586.183 -0.375693 0.11413
586.508 -1.55547 0.037101
590.253 1.47721 0.0544745
592.411 0.655 0.0427063
596.9 1.58505 0.030632
609.619 -0.566577 0.0832867
617.26 -0.177231 0.0404721
617.585 1.34561 0.0305563
617.96 -0.20593 0.0624347
625.336 -0.260535 0.0247663
628.555 -1.197 0.0320203
629.652 1.01425 0.0644395
630.792 -0.160675 0.0939318
631.942 -0.693257 0.0696234
635.652 -0.20108 0.0484647
639.161 0.99571 0.0278948
639.433 -0.175271 0.0474052
643.124 0.743264 0.0261839
643.553 0.729377 0.0953445
643.889 0.084258 0.0526411
645.222 0.802297 0.0472949
652.093 1.38888 0.0482929
653.031 -0.625305 0.0301916
654.077 1.76725 0.0178507
660.334 1.36153 0.0390738
661.378 -0.626326 0.155269
670.699 0.174826 0.0139531
670.978 1.08654 0.0482626
682.27 -0.632182 0.0375678
683.695 1.21456 0.059939
685.277 -0.216359 0.0414725
685.362 -0.851071 0.0917233
691.787 -1.08596 0.092506
695.997 -0.881109 0.0302078
696.286 0.623058 0.020847
706.4 0.203585 0.0374652
707.547 0.926264 0.0239339
707.694 -0.595101 0.00839446
711.243 -1.52029 0.0693089
711.495 -0.709021 0.0169096
713.206 0.1787 0.042534
714.458 -1.27881 0.0147288
714.626 -0.401421 0.0876337
714.925 1.38629 0.0318421
715.682 0.590403 0.0134024
716.026 0.208261 0.0103562
719.828 0.268904 0.0873444
721.258 -0.718398 0.043299
724.3 -1.17591 0.0419237
727.362 1.21804 0.0158639
738.478 -0.839377 0.02477
750.831 0.0557354 0.0573396
753.518 -0.161186 0.0503454
761.438 -0.376183 0.0275846
761.763 -0.257839 0.0316112
765.311 1.64853 0.0502233
765.492 -0.728483 0.0649906
766.379 0.794988 0.0617781
769.566 -0.163227 0.0276876
773.508 -2.31104 0.0563055
773.528 -0.759182 0.0447878
781.275 1.13649 0.0431535
783.78 -0.783168 0.115825
786.776 0.412271 0.0140863
788.515 1.68337 0.0290049
788.701 0.153008 0.0176797
789.07 -0.524138 0.0230614
790.879 -1.01117 0.0384622
800.493 0.326548 0.106848
801.865 -0.31605 0.162352
805.258 -1.27389 0.0392192
807.583 0.520521 0.0960373
808.175 1.51533 0.0425593
810.011 1.83579 0.0390548
812.103 -0.370054 0.0632882
812.928 -0.334511 0.0121689
819.13 -0.187664 0.112555
819.229 -1.32335 0.0488823
825.264 -0.138567 0.0296924
825.406 -0.55945 0.0736415
825.502 0.0544287 0.0143829
826.645 -1.42152 0.0134682
828.502 0.0717432 0.0401266
830.318 -1.65082 0.040486
831.689 -1.27102 0.0540233
833.422 -0.568211 0.0453094
837.872 1.26092 0.0803779
839.073 0.137444 0.0265481
843.469 1.79628 0.0517138
844.347 0.422767 0.0166041
848.033 -0.718541 0.176324
848.622 -0.317555 0.154642
848.637 0.0833916 0.0702614
848.731 0.105291 0.0354744
853.347 -0.788826 0.0490015
857.902 2.58836 0.0645906
861.215 0.211925 0.0747442
861.291 0.857689 0.0125651
864.359 1.3223 0.108376
877.767 0.0227607 0.0385502
880.232 0.453127 0.0843071
885.123 -0.686334 0.0317673
885.465 -0.0342766 0.0612195
907.612 -0.232236 0.0261172
920.428 0.133234 0.0421599
922.304 0.81324 0.0692907
922.356 -0.887114 0.0348281
928.237 -0.327512 0.0456431
930.853 -0.652389 0.00961801
942.716 1.72026 0.0238051
943.794 0.0577245 0.0333009
944.491 -0.650015 0.0747627
945.177 0.0660115 0.0236171
951.378 -0.974031 0.0738218
951.773 -0.566166 0.0242575
